"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.img_url","Answer.Answer_1","Answer.Answer_2","Answer.Answer_3","Answer.Answer_4","Approve","Reject"
"3IV1AEQ4DRUCKQL51682FP6VJTLJ8J","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:03 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:03 PDT 2016","","","34YB12FSQZ6J1XV2D32KCEBSQTJMGT","A28GJDYQQ6KGEO","Approved","Tue Jul 05 13:27:30 PDT 2016","Tue Jul 05 13:27:40 PDT 2016","Tue Jul 05 21:27:40 PDT 2016","Tue Jul 05 13:52:51 PDT 2016","","","10","100% (95/95)","100% (95/95)","100% (95/95)","http://s3.amazonaws.com/caption-scene/upload_batches/11000_12000/3132832452.jpg","0","0","3",""
"3IV1AEQ4DRUCKQL51682FP6VJTLJ8J","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:03 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:03 PDT 2016","","","3SNLUL3WO55I0XECXWQMGGXUZWALUS","A1MJECBV45AP5O","Approved","Tue Jul 05 13:29:28 PDT 2016","Tue Jul 05 13:29:33 PDT 2016","Tue Jul 05 21:29:33 PDT 2016","Tue Jul 05 13:52:51 PDT 2016","","","5","100% (26/26)","100% (26/26)","100% (26/26)","http://s3.amazonaws.com/caption-scene/upload_batches/11000_12000/3132832452.jpg","0","0","3",""
"3CESM1J3EIKBMW2GFQUJK14CFU4W65","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:16 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:16 PDT 2016","","","386CSBG1O048PJ4OTJ0FHWI86GA6QV","A28GJDYQQ6KGEO","Approved","Tue Jul 05 13:21:47 PDT 2016","Tue Jul 05 13:21:56 PDT 2016","Tue Jul 05 21:21:56 PDT 2016","Tue Jul 05 13:52:51 PDT 2016","","","9","100% (95/95)","100% (95/95)","100% (95/95)","http://s3.amazonaws.com/caption-scene/upload_batches/2000_3000/2023525113.jpg","0","0","3",""
"3CESM1J3EIKBMW2GFQUJK14CFU4W65","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:16 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:16 PDT 2016","","","3C2NJ6JBKBZZ4L8VQPWVNP6RL0T2NV","A1MJECBV45AP5O","Approved","Tue Jul 05 13:32:28 PDT 2016","Tue Jul 05 13:32:38 PDT 2016","Tue Jul 05 21:32:38 PDT 2016","Tue Jul 05 13:52:51 PDT 2016","","","10","100% (26/26)","100% (26/26)","100% (26/26)","http://s3.amazonaws.com/caption-scene/upload_batches/2000_3000/2023525113.jpg","0","0","3",""
"3CESM1J3EIKBMW2GFQUJK14CFU4W65","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:16 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:16 PDT 2016","","","3DOCMVPBTOWVT7XOC8UFFD9PWVHNN4","A610SH5RY1NG1","Approved","Tue Jul 05 13:29:05 PDT 2016","Tue Jul 05 13:29:24 PDT 2016","Tue Jul 05 21:29:24 PDT 2016","Tue Jul 05 13:52:51 PDT 2016","","","19","100% (484/485)","100% (484/485)","100% (213/213)","http://s3.amazonaws.com/caption-scene/upload_batches/2000_3000/2023525113.jpg","0","0","3",""
"3D42WVSDH8CBUUQRVKFBZ425J16YF8","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:16 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:16 PDT 2016","","","3IQ1VMJRYU23KMZ52U65B6U5SZUA91","A28GJDYQQ6KGEO","Approved","Tue Jul 05 13:20:17 PDT 2016","Tue Jul 05 13:20:29 PDT 2016","Tue Jul 05 21:20:29 PDT 2016","Tue Jul 05 13:52:51 PDT 2016","","","12","100% (95/95)","100% (95/95)","100% (95/95)","http://s3.amazonaws.com/caption-scene/upload_batches/13000_14000/3382303178.jpg","1","0","0",""
"3D42WVSDH8CBUUQRVKFBZ425J16YF8","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:16 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:16 PDT 2016","","","3RSDURM96B4LB0OPQB0766DNMNEEYQ","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 13:20:21 PDT 2016","Tue Jul 05 13:21:10 PDT 2016","Tue Jul 05 21:21:10 PDT 2016","Tue Jul 05 13:52:52 PDT 2016","","","49","100% (444/445)","100% (439/439)","100% (212/212)","http://s3.amazonaws.com/caption-scene/upload_batches/13000_14000/3382303178.jpg","1","0","0",""
"3D42WVSDH8CBUUQRVKFBZ425J16YF8","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:16 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:16 PDT 2016","","","3VSOLARPKCR3010KTFRVOYGZMP4936","A3UUH3632AI3ZX","Approved","Tue Jul 05 13:21:43 PDT 2016","Tue Jul 05 13:21:47 PDT 2016","Tue Jul 05 21:21:47 PDT 2016","Tue Jul 05 13:52:52 PDT 2016","","","4","100% (570/570)","100% (548/548)","100% (88/88)","http://s3.amazonaws.com/caption-scene/upload_batches/13000_14000/3382303178.jpg","1","0","0",""
"3SBX2M1TKD4SNC2GKT2YVE2CV2GQ49","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:03 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:03 PDT 2016","","","32VNZTT0A8MUMXFANAW0PO8Z6BCR42","A3H35QRODK1C4K","Approved","Tue Jul 05 13:30:37 PDT 2016","Tue Jul 05 13:30:53 PDT 2016","Tue Jul 05 21:30:53 PDT 2016","Tue Jul 05 13:52:51 PDT 2016","","","16","100% (29/29)","100% (29/29)","100% (29/29)","http://s3.amazonaws.com/caption-scene/upload_batches/5000_6000/240583223.jpg","1","0","0",""
"3SBX2M1TKD4SNC2GKT2YVE2CV2GQ49","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:03 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:03 PDT 2016","","","36W0OB37HXWX00PWCYAW5GJ2KXDHZ3","A610SH5RY1NG1","Approved","Tue Jul 05 13:25:01 PDT 2016","Tue Jul 05 13:25:09 PDT 2016","Tue Jul 05 21:25:09 PDT 2016","Tue Jul 05 13:52:52 PDT 2016","","","8","100% (484/485)","100% (484/485)","100% (213/213)","http://s3.amazonaws.com/caption-scene/upload_batches/5000_6000/240583223.jpg","1","1","","1"
"3SBX2M1TKD4SNC2GKT2YVE2CV2GQ49","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:03 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:03 PDT 2016","","","3NXNZ5RS1BFL1K17VRUL1FSFRRO797","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 13:19:32 PDT 2016","Tue Jul 05 13:20:19 PDT 2016","Tue Jul 05 21:20:19 PDT 2016","Tue Jul 05 13:52:52 PDT 2016","","","47","100% (444/445)","100% (439/439)","100% (212/212)","http://s3.amazonaws.com/caption-scene/upload_batches/5000_6000/240583223.jpg","1","1","","4"
"3BA7SXOG1J7TIE4I9BHBHGSMTAF8R0","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:16 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:16 PDT 2016","","","326O153BMJGIDPTYUFDTTL3M4ZHEDR","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 13:33:01 PDT 2016","Tue Jul 05 13:33:21 PDT 2016","Tue Jul 05 21:33:21 PDT 2016","Tue Jul 05 13:52:52 PDT 2016","","","20","100% (444/445)","100% (439/439)","100% (212/212)","http://s3.amazonaws.com/caption-scene/upload_batches/5000_6000/2392625002.jpg","1","1","","4"
"3BA7SXOG1J7TIE4I9BHBHGSMTAF8R0","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:16 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:16 PDT 2016","","","32Z9ZLUT1M2L1WBPAPZFPICY0TFOHD","A28GJDYQQ6KGEO","Approved","Tue Jul 05 13:31:47 PDT 2016","Tue Jul 05 13:31:55 PDT 2016","Tue Jul 05 21:31:55 PDT 2016","Tue Jul 05 13:52:52 PDT 2016","","","8","100% (95/95)","100% (95/95)","100% (95/95)","http://s3.amazonaws.com/caption-scene/upload_batches/5000_6000/2392625002.jpg","1","1","","1"
"3BA7SXOG1J7TIE4I9BHBHGSMTAF8R0","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:16 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:16 PDT 2016","","","3JAOYWH7VJMKG5Q9ZLVVKKAGMBUL9V","A3UUH3632AI3ZX","Approved","Tue Jul 05 13:21:17 PDT 2016","Tue Jul 05 13:21:26 PDT 2016","Tue Jul 05 21:21:26 PDT 2016","Tue Jul 05 13:52:52 PDT 2016","","","9","100% (570/570)","100% (548/548)","100% (88/88)","http://s3.amazonaws.com/caption-scene/upload_batches/5000_6000/2392625002.jpg","1","1","","1"
"3D17ECOUOECJOCZVZ070K82Y9QT135","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:03 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:03 PDT 2016","","","34T446B1C1W9H78QMCJ3OQJ0PYW0CS","A610SH5RY1NG1","Approved","Tue Jul 05 13:33:45 PDT 2016","Tue Jul 05 13:33:52 PDT 2016","Tue Jul 05 21:33:52 PDT 2016","Tue Jul 05 13:52:52 PDT 2016","","","7","100% (484/485)","100% (484/485)","100% (213/213)","http://s3.amazonaws.com/caption-scene/upload_batches/29000_30000/69152837.jpg","1","1","","0"
"3D17ECOUOECJOCZVZ070K82Y9QT135","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:03 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:03 PDT 2016","","","3DR23U6WE6WPUEPVG5D8YPL87L3TEN","A2UUT3XS4L80YU","Approved","Tue Jul 05 13:30:29 PDT 2016","Tue Jul 05 13:31:35 PDT 2016","Tue Jul 05 21:31:35 PDT 2016","Tue Jul 05 13:52:52 PDT 2016","","","66","100% (9/9)","100% (9/9)","100% (9/9)","http://s3.amazonaws.com/caption-scene/upload_batches/29000_30000/69152837.jpg","1","1","","0"
"3D17ECOUOECJOCZVZ070K82Y9QT135","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:03 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:03 PDT 2016","","","3LPW2N6LKUK4Y8BR59AFZR1XD6BU5E","A28GJDYQQ6KGEO","Approved","Tue Jul 05 13:31:01 PDT 2016","Tue Jul 05 13:31:35 PDT 2016","Tue Jul 05 21:31:35 PDT 2016","Tue Jul 05 13:52:52 PDT 2016","","","34","100% (95/95)","100% (95/95)","100% (95/95)","http://s3.amazonaws.com/caption-scene/upload_batches/29000_30000/69152837.jpg","1","1","","0"
"3B623HUYJ475JT4VO0HG7QXIFCY8SO","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:16 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:16 PDT 2016","","","3GGAI1SQEWG6KLFXBH61MNQDS1PCM7","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 13:23:31 PDT 2016","Tue Jul 05 13:25:16 PDT 2016","Tue Jul 05 21:25:16 PDT 2016","Tue Jul 05 13:52:52 PDT 2016","","","105","100% (444/445)","100% (439/439)","100% (212/212)","http://s3.amazonaws.com/caption-scene/upload_batches/29000_30000/7072093321.jpg","1","0","0",""
"3B623HUYJ475JT4VO0HG7QXIFCY8SO","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:16 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:16 PDT 2016","","","3MX2NQ3YCACWFC5MAEL2JY017OPX56","A610SH5RY1NG1","Approved","Tue Jul 05 13:27:52 PDT 2016","Tue Jul 05 13:28:01 PDT 2016","Tue Jul 05 21:28:01 PDT 2016","Tue Jul 05 13:52:53 PDT 2016","","","9","100% (484/485)","100% (484/485)","100% (213/213)","http://s3.amazonaws.com/caption-scene/upload_batches/29000_30000/7072093321.jpg","0","0","2",""
"3B623HUYJ475JT4VO0HG7QXIFCY8SO","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:16 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:16 PDT 2016","","","3YHH42UU5CX2KB2WZPC2R99NJ74L0N","A3G3205514RC9K","Approved","Tue Jul 05 13:26:43 PDT 2016","Tue Jul 05 13:27:37 PDT 2016","Tue Jul 05 21:27:37 PDT 2016","Tue Jul 05 13:52:53 PDT 2016","","","54","100% (19/19)","100% (19/19)","100% (19/19)","http://s3.amazonaws.com/caption-scene/upload_batches/29000_30000/7072093321.jpg","0","0","2",""
"3M4KL7H8KV4ILVMDI25YRBEIJHV61G","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:03 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:03 PDT 2016","","","3CFJTT4SXU8ECLUAZL0YE8RIAHAI70","A38OYO6BYY7F7J","Approved","Tue Jul 05 13:18:40 PDT 2016","Tue Jul 05 13:18:51 PDT 2016","Tue Jul 05 21:18:51 PDT 2016","Tue Jul 05 13:52:52 PDT 2016","","","11","100% (18/18)","100% (18/18)","100% (18/18)","http://s3.amazonaws.com/caption-scene/upload_batches/28000_29000/6647909243.jpg","1","1","","4"
"3M4KL7H8KV4ILVMDI25YRBEIJHV61G","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:03 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:03 PDT 2016","","","3KOPY89HM9KS6DDTFRI8DSU2IUN3J2","A2UUT3XS4L80YU","Approved","Tue Jul 05 13:31:54 PDT 2016","Tue Jul 05 13:32:22 PDT 2016","Tue Jul 05 21:32:22 PDT 2016","Tue Jul 05 13:52:52 PDT 2016","","","28","100% (9/9)","100% (9/9)","100% (9/9)","http://s3.amazonaws.com/caption-scene/upload_batches/28000_29000/6647909243.jpg","1","1","","0"
"3M4KL7H8KV4ILVMDI25YRBEIJHV61G","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:03 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:03 PDT 2016","","","3NXNZ5RS1BFL1K17VRUL1FSFRRX97I","A610SH5RY1NG1","Approved","Tue Jul 05 13:32:19 PDT 2016","Tue Jul 05 13:32:26 PDT 2016","Tue Jul 05 21:32:26 PDT 2016","Tue Jul 05 13:52:53 PDT 2016","","","7","100% (484/485)","100% (484/485)","100% (213/213)","http://s3.amazonaws.com/caption-scene/upload_batches/28000_29000/6647909243.jpg","1","1","","0"
"38O9DZ0A624PAG49165CWUONBN962X","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:03 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:03 PDT 2016","","","3DY4FPOOA26TGAYP76XNYE8CJV0VR9","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 13:18:26 PDT 2016","Tue Jul 05 13:18:52 PDT 2016","Tue Jul 05 21:18:52 PDT 2016","Tue Jul 05 13:52:53 PDT 2016","","","26","100% (444/445)","100% (439/439)","100% (212/212)","http://s3.amazonaws.com/caption-scene/upload_batches/23000_24000/481827288.jpg","1","1","","0"
"38O9DZ0A624PAG49165CWUONBN962X","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:03 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:03 PDT 2016","","","3HVVDCPGTFAN0J6MG6P25SDOPX2YT1","A29NA4283YJ26D","Approved","Tue Jul 05 13:23:26 PDT 2016","Tue Jul 05 13:23:35 PDT 2016","Tue Jul 05 21:23:35 PDT 2016","Tue Jul 05 13:52:53 PDT 2016","","","9","100% (62/62)","100% (62/62)","100% (58/58)","http://s3.amazonaws.com/caption-scene/upload_batches/23000_24000/481827288.jpg","1","1","","0"
"38O9DZ0A624PAG49165CWUONBN962X","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:03 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:03 PDT 2016","","","3IAEQB9FMF2CUPFPFF7ZFRAMB3CWDF","A1MJECBV45AP5O","Approved","Tue Jul 05 13:20:45 PDT 2016","Tue Jul 05 13:20:52 PDT 2016","Tue Jul 05 21:20:52 PDT 2016","Tue Jul 05 13:52:53 PDT 2016","","","7","100% (26/26)","100% (26/26)","100% (26/26)","http://s3.amazonaws.com/caption-scene/upload_batches/23000_24000/481827288.jpg","1","1","","0"
"3K3G488TR2PAJV6GYYL8068QVYBQ5E","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:03 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:03 PDT 2016","","","3II4UPYCOKP7ASJ3368TN2S0N2VQD5","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 13:20:01 PDT 2016","Tue Jul 05 13:20:51 PDT 2016","Tue Jul 05 21:20:51 PDT 2016","Tue Jul 05 13:52:53 PDT 2016","","","50","100% (444/445)","100% (439/439)","100% (212/212)","http://s3.amazonaws.com/caption-scene/upload_batches/23000_24000/4809887792.jpg","1","0","2",""
"3K3G488TR2PAJV6GYYL8068QVYBQ5E","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:03 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:03 PDT 2016","","","3PMBY0YE28LRD1W3M82WH1KTS2L9C8","A3N8C7XN2ZIEY2","Approved","Tue Jul 05 13:26:48 PDT 2016","Tue Jul 05 13:27:30 PDT 2016","Tue Jul 05 21:27:30 PDT 2016","Tue Jul 05 13:52:53 PDT 2016","","","42","100% (28/28)","100% (28/28)","100% (28/28)","http://s3.amazonaws.com/caption-scene/upload_batches/23000_24000/4809887792.jpg","1","0","2",""
"3K3G488TR2PAJV6GYYL8068QVYBQ5E","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:03 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:03 PDT 2016","","","3STRJBFXOX9SGEH5CROBWKYDRI0TK8","A610SH5RY1NG1","Approved","Tue Jul 05 13:31:36 PDT 2016","Tue Jul 05 13:31:44 PDT 2016","Tue Jul 05 21:31:44 PDT 2016","Tue Jul 05 13:52:53 PDT 2016","","","8","100% (484/485)","100% (484/485)","100% (213/213)","http://s3.amazonaws.com/caption-scene/upload_batches/23000_24000/4809887792.jpg","1","0","2",""
"3DIIW4IV8PCF6EEX7LXPMCBQ4SZI4Y","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:03 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:03 PDT 2016","","","3JZQSN0I3RSDVN3LRGY7HORJTSAGFJ","AON76FXJG2JT3","Approved","Tue Jul 05 13:30:43 PDT 2016","Tue Jul 05 13:31:02 PDT 2016","Tue Jul 05 21:31:02 PDT 2016","Tue Jul 05 13:52:54 PDT 2016","","","19","100% (7/7)","100% (7/7)","100% (7/7)","http://s3.amazonaws.com/caption-scene/upload_batches/18000_19000/4267614055.jpg","1","0","0",""
"3DIIW4IV8PCF6EEX7LXPMCBQ4SZI4Y","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:03 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:03 PDT 2016","","","3QY7M81QH845IGKYZOLARO6V2LB7KC","A29NA4283YJ26D","Approved","Tue Jul 05 13:33:08 PDT 2016","Tue Jul 05 13:33:15 PDT 2016","Tue Jul 05 21:33:15 PDT 2016","Tue Jul 05 13:52:54 PDT 2016","","","7","100% (62/62)","100% (62/62)","100% (58/58)","http://s3.amazonaws.com/caption-scene/upload_batches/18000_19000/4267614055.jpg","1","0","0",""
"3DIIW4IV8PCF6EEX7LXPMCBQ4SZI4Y","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:03 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:03 PDT 2016","","","3ZR9AIQJUCR6M3VBTXDL5S7CXLF40J","A28GJDYQQ6KGEO","Approved","Tue Jul 05 13:32:41 PDT 2016","Tue Jul 05 13:32:48 PDT 2016","Tue Jul 05 21:32:48 PDT 2016","Tue Jul 05 13:52:54 PDT 2016","","","7","100% (95/95)","100% (95/95)","100% (95/95)","http://s3.amazonaws.com/caption-scene/upload_batches/18000_19000/4267614055.jpg","1","0","0",""
